monstats_id,display_name,name_str,base_id,ai,enabled,threat,superunique_refs,raw_family,family_group,broad_archetype,family_source,classification_confidence,combat_relevant,danger_priority,danger_label,combat_tags,threat_vector_primary,threat_vector_secondary,engagement_profile,mobility_class,burst_pressure_rating,control_pressure_rating,attrition_pressure_rating,spawn_pressure_rating,threat_rollup_rating,threat_intensity_rating,human_consensus_score,human_consensus_band,consensus_source_bucket,target_priority_score,avoidance_priority,needs_line_of_sight_break,needs_corpse_control,needs_debuff_response,is_light_mover,is_exploder,is_archer,is_ranged_attacker,is_life_drain,is_mana_drain,is_viper_cloud,is_frenzy_melee,is_projectile_burst,is_debuff_source,is_critical_threat,is_super_critical_threat
willowisp1,Gloam,Gloam,willowisp1,WillOWisp,1,10,,willowisp,arcane_spirit,spirit,mon_type,high,True,6,super_critical,archer|archetype_spirit|aura_scaling|critical_threat|elemental_lightning|life_drain|lightning_sniper|mana_drain|projectile_burst|ranged_attacker|ranged_magic|super_critical_threat,ranged_burst,attrition_drain,sniper,kiting,3,0,3,0,3,6,100,run_ending,community_run_ending,100,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True
willowisp8,Burning Soul,BurningSoul,willowisp1,WillOWisp,1,10,,willowisp,arcane_spirit,spirit,mon_type,high,True,6,super_critical,archer|archetype_spirit|aura_scaling|critical_threat|elemental_fire|elemental_lightning|life_drain|lightning_sniper|mana_drain|projectile_burst|ranged_attacker|ranged_magic|super_critical_threat,ranged_burst,attrition_drain,sniper,kiting,3,0,3,0,3,6,100,run_ending,community_run_ending,100,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True
willowisp7,Burning Soul,BurningSoul,willowisp1,WillOWisp,1,10,,willowisp,arcane_spirit,spirit,mon_type,high,True,6,super_critical,archer|archetype_spirit|aura_scaling|critical_threat|elemental_fire|elemental_lightning|life_drain|lightning_sniper|mana_drain|projectile_burst|ranged_attacker|ranged_magic|super_critical_threat,ranged_burst,attrition_drain,sniper,kiting,3,0,3,0,3,6,100,run_ending,community_run_ending,100,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True
willowisp3,Burning Soul,BurningSoul,willowisp1,WillOWisp,1,10,The Tormentor,willowisp,arcane_spirit,spirit,mon_type,high,True,6,super_critical,archer|archetype_spirit|aura_scaling|critical_threat|elemental_fire|elemental_lightning|elite_unique|life_drain|lightning_sniper|mana_drain|projectile_burst|ranged_attacker|ranged_magic|super_critical_threat|superunique,ranged_burst,attrition_drain,sniper,kiting,3,0,3,0,3,6,100,run_ending,community_run_ending,100,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True
willowisp6,Black Soul,BlackSoul,willowisp1,WillOWisp,1,10,,willowisp,arcane_spirit,spirit,mon_type,high,True,6,super_critical,archer|archetype_spirit|aura_scaling|critical_threat|elemental_lightning|life_drain|lightning_sniper|mana_drain|projectile_burst|ranged_attacker|ranged_magic|super_critical_threat,ranged_burst,attrition_drain,sniper,kiting,3,0,3,0,3,6,100,run_ending,community_run_ending,100,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True
willowisp4,Black Soul,BlackSoul,willowisp1,WillOWisp,1,10,,willowisp,arcane_spirit,spirit,mon_type,high,True,6,super_critical,archer|archetype_spirit|aura_scaling|critical_threat|elemental_lightning|life_drain|lightning_sniper|mana_drain|projectile_burst|ranged_attacker|ranged_magic|super_critical_threat,ranged_burst,attrition_drain,sniper,kiting,3,0,3,0,3,6,100,run_ending,community_run_ending,100,True,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True
mephistospirit,an evil force,Dummy,mephistospirit,Spirit,1,,,undead,zombie_undead,undead,mon_type,high,True,5,critical,act_boss|archetype_undead|critical_threat|melee_attacker,melee_pressure,none,frontline_melee,standard,1,0,0,0,0,2,72,dangerous,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
councilmember3,Council Member,Council Member,councilmember1,HighPriest,1,11,Bremm Sparkfist|Maffer Dragonhand,councilmember,zakarum_cult,humanoid,mon_type,high,True,5,critical,archer|archetype_humanoid|aura_scaling|critical_threat|curse|debuff_source|elite_unique|high_threat|ranged_attacker|superunique,debuff_control,ranged_pressure,debuff_caster,kiting,2,2,2,0,3,5,100,feared,community_feared,100,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
councilmember2,Council Member,Council Member,councilmember1,HighPriest,1,11,Geleb Flamefinger|Wyand Voidfinger,councilmember,zakarum_cult,humanoid,mon_type,high,True,5,critical,archer|archetype_humanoid|aura_scaling|critical_threat|curse|debuff_source|elite_unique|high_threat|ranged_attacker|superunique,debuff_control,ranged_pressure,debuff_caster,kiting,2,2,2,0,3,5,100,feared,community_feared,100,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
councilmember1,Council Member,Council Member,councilmember1,HighPriest,1,11,Ismail Vilehand|Toorc Icefist,councilmember,zakarum_cult,humanoid,mon_type,high,True,5,critical,archer|archetype_humanoid|aura_scaling|critical_threat|curse|debuff_source|elite_unique|high_threat|ranged_attacker|superunique,debuff_control,ranged_pressure,debuff_caster,kiting,2,2,2,0,3,5,100,feared,community_feared,100,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
baalhighpriest,Council Member,Council Member,baalhighpriest,HighPriest,1,11,Baal Subject 3,councilmember,zakarum_cult,humanoid,mon_type,high,True,5,critical,act_boss|archer|archetype_humanoid|aura_scaling|critical_threat|curse|debuff_source|elite_unique|high_threat|ranged_attacker|superunique,debuff_control,ranged_pressure,debuff_caster,kiting,2,2,2,0,3,5,100,feared,community_feared,100,False,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False
clawviper9,Tomb Viper,TombViper,clawviper1,ClawViperEx,1,10,,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|heavy_melee|melee_attacker|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
clawviper1,Tomb Viper,TombViper,clawviper1,ClawViper,1,10,,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|heavy_melee|melee_attacker|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
clawviper5,Serpent Magus,SerpentMagus,clawviper1,ClawViper,1,10,,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|heavy_melee|melee_attacker|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
clawviper10,Serpent Magus,SerpentMagus,clawviper1,ClawViperEx,1,10,,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|heavy_melee|melee_attacker|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
clawviper8,Salamander,Salamander,clawviper1,ClawViperEx,1,10,,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|heavy_melee|melee_attacker|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
clawviper3,Salamander,Salamander,clawviper1,ClawViper,1,10,Fangskin,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|elite_unique|heavy_melee|melee_attacker|superunique|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
clawviper7,Pit Viper,PitViper,clawviper1,ClawViperEx,1,10,,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|heavy_melee|melee_attacker|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
clawviper4,Pit Viper,PitViper,clawviper1,ClawViper,1,10,,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|heavy_melee|melee_attacker|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
clawviper6,Claw Viper,ClawViper,clawviper1,ClawViperEx,1,10,,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|heavy_melee|melee_attacker|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
clawviper2,Claw Viper,ClawViper,clawviper1,ClawViper,1,10,,clawviper,viper_reptile,reptile,mon_type,high,True,5,critical,archetype_reptile|aura_scaling|critical_threat|crowd_control|elemental_poison|heavy_melee|melee_attacker|viper_cloud,area_denial,debuff_control,rushdown_melee,slow_heavy,2,4,1,0,4,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
skmage_cold3,Death Mage,BaalColdMage,skmage_cold1,SkeletonMage,1,10,,skeleton,skeleton_undead,undead,mon_type,high,True,5,critical,act_boss|archer|archetype_undead|aura_scaling|critical_threat|elemental_cold|ranged_attacker|ranged_magic,ranged_pressure,none,ranged_pressure,kiting,1,0,1,0,1,5,79,dangerous,community_feared,100,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
unraveler5,Unraveler,Baal Subject Mummy,unraveler1,GreaterMummy,1,12,Baal Subject 2,unraveler,mummy_undead,undead,mon_type,high,True,5,critical,act_boss|archetype_undead|corpse_or_spawn_pressure|critical_threat|elemental_cold|elite_unique|high_threat|melee_attacker|resurrector|summoner|superunique,spawn_pressure,melee_pressure,support_spawner,standard,2,0,1,5,4,6,80,feared,community_feared,100,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
fetishshaman4,Soul Killer Shaman,SoulKillerShaman,fetishshaman1,FetishShaman,1,12,Witch Doctor Endugu,fetish,fetish_tribe,demon,mon_type,high,True,5,critical,archer|archetype_demon|aura_scaling|corpse_or_spawn_pressure|critical_threat|doll_exploder|elemental_lightning|elite_unique|explode|high_threat|life_drain|light_mover|on_death_hazard|ranged_attacker|ranged_magic|resurrector|summoner|superunique,on_death_burst,spawn_pressure,suicide_rusher,fast,4,0,4,5,5,6,100,run_ending,community_run_ending,100,True,True,True,False,True,True,True,True,True,False,False,False,False,False,True,False
smith,The Smith,The Smith,smith,Smith,1,11,The Smith,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|elite_unique|heavy_melee|high_threat|melee_attacker|superunique,melee_pressure,none,rushdown_melee,slow_heavy,3,0,1,0,2,5,80,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
radament,Radament,Radament,radament,GreaterMummy,1,14,Radament,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|elite_unique|heavy_melee|high_threat|melee_attacker|superunique,melee_pressure,none,rushdown_melee,slow_heavy,3,0,1,0,2,6,80,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
doomknight3,Oblivion Knight,OblivionKnight,doomknight3,OblivionKnight,1,10,Lord De Seis,doomknight,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|critical_threat|debuff_source|elemental_fire|elite_unique|heavy_melee|melee_attacker|superunique,debuff_control,melee_pressure,rushdown_melee,slow_heavy,2,2,0,0,2,5,94,feared,community_feared,100,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
dkmag3,Oblivion Knight,OblivionKnight,doomknight3,OblivionKnight,1,10,,doomknight,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|critical_threat|debuff_source|elemental_fire|heavy_melee|melee_attacker,debuff_control,melee_pressure,rushdown_melee,slow_heavy,2,2,0,0,2,5,94,feared,community_feared,100,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
dkmag2,Oblivion Knight,OblivionKnight,doomknight3,OblivionKnight,1,10,,doomknight,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|critical_threat|debuff_source|elemental_fire|heavy_melee|melee_attacker,debuff_control,melee_pressure,rushdown_melee,slow_heavy,2,2,0,0,2,5,94,feared,community_feared,100,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
dkmag1,Oblivion Knight,OblivionKnight,doomknight3,OblivionKnight,1,10,,doomknight,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|critical_threat|debuff_source|elemental_fire|heavy_melee|melee_attacker,debuff_control,melee_pressure,rushdown_melee,slow_heavy,2,2,0,0,2,5,94,feared,community_feared,100,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
bloodlord6,Moon Lord,Blood Lord1,bloodlord1,BloodLord,1,10,,bloodlord,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|burst_melee|critical_threat|elemental_fire|frenzy_melee|heavy_melee|life_drain|melee_attacker,melee_burst,attrition_drain,rushdown_melee,slow_heavy,4,0,2,0,3,5,96,feared,community_feared,100,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
bloodlord1,Moon Lord,Blood Lord1,bloodlord1,BloodLord,1,10,,bloodlord,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|burst_melee|critical_threat|elemental_fire|frenzy_melee|heavy_melee|life_drain|melee_attacker,melee_burst,attrition_drain,rushdown_melee,slow_heavy,4,0,2,0,3,5,96,feared,community_feared,100,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
baalminion3,Minion of Destruction,Baals Minion,baalminion1,BaalMinion,1,10,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|burst_melee|critical_threat|elemental_fire|frenzy_melee|heavy_melee|melee_attacker,melee_burst,melee_pressure,rushdown_melee,slow_heavy,4,0,0,0,2,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
baalminion2,Minion of Destruction,Baals Minion,baalminion1,BaalMinion,1,10,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|burst_melee|critical_threat|elemental_fire|frenzy_melee|heavy_melee|melee_attacker,melee_burst,melee_pressure,rushdown_melee,slow_heavy,4,0,0,0,2,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
baalminion1,Minion of Destruction,Baals Minion,baalminion1,BaalMinion,1,10,Baal Subject 5,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|burst_melee|critical_threat|elemental_fire|elite_unique|frenzy_melee|heavy_melee|melee_attacker|superunique,melee_burst,melee_pressure,rushdown_melee,slow_heavy,4,0,0,0,2,5,100,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
ubermephisto,Mephisto,Mephisto,mephisto,UberMephisto,1,14,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|high_threat|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,3,0,1,0,2,6,80,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
mephisto,Mephisto,Mephisto,mephisto,Mephisto,1,14,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|high_threat|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,3,0,1,0,2,6,80,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
uberandariel,Lilith,Lilith,andariel,Andariel,1,14,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|high_threat|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,3,0,1,0,2,6,80,feared,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
hephasto,Hephasto The Armorer,The Feature Creep,hephasto,Smith,1,12,The Feature Creep,demon,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|critical_threat|elemental_fire|elite_unique|heavy_melee|high_threat|melee_attacker|superunique,melee_pressure,none,rushdown_melee,slow_heavy,3,0,1,0,2,6,72,dangerous,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
baaltentacle5,Festering Appendages,Baal Tentacle,baaltentacle1,BaalTentacle,1,10,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,2,0,0,0,1,5,72,dangerous,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
baaltentacle4,Festering Appendages,Baal Tentacle,baaltentacle1,BaalTentacle,1,10,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,2,0,0,0,1,5,72,dangerous,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
baaltentacle3,Festering Appendages,Baal Tentacle,baaltentacle1,BaalTentacle,1,10,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,2,0,0,0,1,5,72,dangerous,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
baaltentacle2,Festering Appendages,Baal Tentacle,baaltentacle1,BaalTentacle,1,10,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,2,0,0,0,1,5,72,dangerous,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
baaltentacle1,Festering Appendages,Baal Tentacle,baaltentacle1,BaalTentacle,1,10,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,2,0,0,0,1,5,72,dangerous,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
uberduriel,Duriel,Duriel,duriel,Duriel,1,,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,2,0,0,0,1,2,72,dangerous,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
duriel,Duriel,Duriel,duriel,Duriel,1,,,demon,demon_legion,demon,mon_type,high,True,5,critical,act_boss|archetype_demon|aura_scaling|critical_threat|elemental_fire|heavy_melee|melee_attacker,melee_pressure,none,rushdown_melee,slow_heavy,2,0,0,0,1,2,72,dangerous,community_feared,100,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
doomknight1,Doom Knight,DoomKnight,doomknight1,DoomKnight,1,10,,doomknight,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|critical_threat|debuff_source|elemental_fire|heavy_melee|melee_attacker,debuff_control,melee_pressure,rushdown_melee,slow_heavy,2,2,0,0,2,5,94,feared,community_feared,100,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
dkfig2,Doom Knight,DoomKnight,doomknight1,DoomKnight,1,10,,doomknight,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|critical_threat|debuff_source|elemental_fire|heavy_melee|melee_attacker,debuff_control,melee_pressure,rushdown_melee,slow_heavy,2,2,0,0,2,5,94,feared,community_feared,100,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
dkfig1,Doom Knight,DoomKnight,doomknight1,DoomKnight,1,10,,doomknight,demon_legion,demon,mon_type,high,True,5,critical,archetype_demon|aura_scaling|critical_threat|debuff_source|elemental_fire|heavy_melee|melee_attacker,debuff_control,melee_pressure,rushdown_melee,slow_heavy,2,2,0,0,2,5,94,feared,community_feared,100,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
